EDAD_V,NIV,INGRESO,SEXO,REGION
39,8,12000,1,3
33,2,600,1,6
68,6,5000,1,5
49,2,6000,2,6
32,6,2500,2,6
80,3,,2,6
28,3,,2,4
55,2,2400,1,2
42,5,3500,1,2
58,2,320,1,6
21,6,18000,2,3
27,8,1200,2,6
52,2,,2,1
29,2,,1,6
51,8,,1,4
45,3,1500,1,6
36,3,2700,1,1
40,10,,2,1
64,2,,2,1
80,2,,2,2
30,7,600,2,6
26,2,,2,1
27,3,,2,2
44,8,10000,2,6
41,8,2000,2,3
41,6,10000,1,3
24,8,6000,2,3
37,6,2000,1,1
85,2,,2,2
39,6,,2,2
29,8,2000,1,3
29,8,14000,1,1
40,8,30000,2,6
22,2,1200,1,1
28,8,20000,1,5
57,8,400,2,2
59,0,,2,3
48,10,15000,1,4
44,8,6000,2,2
18,6,,2,2
33,3,600,1,6
45,3,,2,2
64,0,2200,2,5
34,8,3000,1,1
30,3,1200,1,3
35,8,10000,1,2
71,2,,2,5
69,2,,2,5
50,3,500,2,6
48,2,2000,2,1
27,8,2000,2,1
42,10,10000,2,5
49,3,400,2,2
51,2,1200,2,5
38,6,3500,1,1
40,6,1700,1,3
23,3,1500,2,6
18,6,,2,3
39,3,0,2,2
58,8,17000,1,1
23,8,1500,1,1
18,2,1700,2,3
68,3,2000,1,1
34,8,,2,5
29,6,13000,2,2
28,7,,1,4
54,2,1800,1,5
36,6,2000,2,1
62,2,,2,6
24,8,3500,1,5
45,10,30000,2,3
70,3,1500,1,3
66,2,,2,3
21,6,2500,1,2
70,8,9000,1,1
19,6,1500,2,3
34,2,1500,2,5
55,8,,2,6
48,3,,2,4
56,6,,2,4
89,0,,2,5
69,2,1300,1,6
29,8,,1,4
68,2,,2,2
40,8,12000,2,3
30,3,3200,1,2
58,6,,2,2
42,3,,2,5
44,2,600,1,6
18,2,500,1,5
29,8,7000,1,1
29,3,4500,1,3
48,2,1900,1,5
23,8,13000,2,3
34,6,500,2,5
44,2,800,1,5
45,2,1500,2,4
49,6,1300,2,5
38,2,2000,1,1
58,2,1800,1,1
57,2,,2,6
39,8,8000,2,1
62,3,1000,2,5
74,6,,2,5
47,3,3000,2,6
46,8,2000,1,1
33,3,13000,1,4
56,3,150,1,2
39,8,1300,2,3
50,2,6000,1,5
93,2,,2,2
30,3,2000,1,2
28,3,4000,1,6
25,6,,2,2
52,8,,2,6
20,3,,2,2
20,6,4500,1,3
50,8,20000,1,5
32,6,3000,1,1
29,3,,2,1
76,0,,2,5
42,8,,1,4
24,8,16000,2,2
77,2,,1,1
41,7,1000,2,2
66,0,100,2,5
49,8,25000,1,2
49,8,8000,2,6
20,8,9000,1,5
22,6,2000,2,1
50,2,3000,1,3
26,8,12000,2,5
50,3,700,2,5
23,6,1200,2,4
24,8,,1,1
41,3,1800,1,6
33,3,4000,2,5
35,6,1400,2,3
67,2,600,2,1
57,3,,2,6
34,7,2500,2,2
39,3,2200,1,1
42,3,1500,1,1
46,3,1600,2,3
22,6,9000,2,6
26,3,2100,2,5
41,2,200,2,5
22,5,,2,5
26,6,2000,1,1
24,8,,2,3
67,6,,2,3
62,2,,2,1
49,3,3000,1,6
29,8,1500,2,3
27,2,2500,2,3
84,2,,1,6
38,2,2200,1,2
26,8,6000,2,2
25,8,25000,1,2
77,7,,2,5
41,2,2000,1,3
25,3,1580,2,3
41,8,15000,2,4
45,8,9000,2,3
54,2,,2,5
75,8,1500,1,6
35,3,20000,1,2
25,8,15000,2,2
56,5,,2,2
36,8,4500,2,5
19,6,1500,1,6
53,2,250,2,5
22,6,,2,3
50,5,5000,2,3
20,6,1700,2,3
18,6,,2,3
22,8,3000,2,3
39,8,3000,1,3
38,2,,2,1
32,3,1900,2,1
18,3,1700,2,6
66,2,,2,4
36,6,660,2,5
37,6,5000,1,6
48,6,3000,1,2
33,2,3000,2,1
50,8,32000,2,3
38,6,2000,2,3
77,2,500,2,3
56,6,,1,5
30,6,1000,2,6
28,7,800,2,3
51,10,7000,1,6
32,6,600,2,3
28,3,15000,2,1
24,6,7500,1,5
53,5,,2,3
43,3,,2,1
41,6,7000,1,1
22,6,1800,2,3
67,2,,1,5
39,8,20000,1,1
25,6,4000,1,4
64,3,,2,3
26,3,2500,1,3
18,6,1200,1,6
30,8,24000,1,1
38,8,,1,2
22,8,800,2,5
34,8,10000,1,1
31,3,1500,1,2
54,6,,1,2
68,2,,1,3
68,2,800,2,6
44,2,0,1,2
39,8,28000,1,6
29,3,1500,2,3
60,2,2500,1,1
44,3,3000,2,2
29,3,1650,1,5
44,6,1600,1,3
27,2,,1,2
38,6,5000,2,6
32,6,2500,1,4
33,2,,2,3
21,8,2500,1,1
29,8,16000,1,3
56,5,,2,1
69,6,,2,2
44,6,2500,2,2
63,6,,1,1
18,6,,2,3
74,2,,2,5
45,8,60000,1,3
67,2,,2,2
29,10,40000,1,3
46,2,,2,6
49,3,,2,1
35,3,16000,1,3
39,8,,2,2
73,5,,2,1
39,8,,1,2
44,3,2000,1,1
22,6,1200,1,5
66,2,,2,5
22,6,2000,1,2
47,8,7500,2,6
24,6,13000,2,3
32,6,16500,1,1
76,2,,1,4
59,8,,2,1
75,2,300,1,6
18,6,500,1,1
56,3,,2,5
76,2,,2,2
41,8,30000,2,4
18,6,1000,2,2
28,6,8500,1,5
50,3,2000,1,3
57,2,2000,2,6
42,3,,2,5
35,2,,2,5
57,6,3000,1,5
24,2,1200,1,5
31,3,,2,2
50,3,1000,2,2
28,6,3500,2,5
38,6,1500,2,3
20,8,2100,2,6
69,0,,2,1
67,2,,2,3
53,3,1200,1,2
23,2,,2,1
56,3,4000,1,2
32,8,8500,1,2
31,10,8000,1,2
40,3,4000,2,1
52,6,1200,1,2
38,2,2850,1,1
27,6,3800,1,3
35,7,2000,1,2
64,0,,1,2
39,2,1920,1,3
29,6,2000,1,3
39,2,,2,3
52,6,2000,2,5
58,3,2000,2,2
44,2,4000,1,5
30,8,65000,1,2
43,8,15000,1,3
40,7,,2,1
30,3,,2,5
24,8,15000,1,3
21,8,1200,2,2
65,3,1000,1,3
39,6,1800,1,3
60,8,,2,6
44,0,300,2,6
65,2,,1,3
54,2,300,2,3
38,3,,1,1
33,2,1400,1,1
72,2,,1,5
50,6,4000,2,1
45,3,,2,2
23,6,1500,1,3
21,6,4000,1,2
32,8,13000,2,3
25,6,2000,1,5
44,3,3000,1,1
56,2,,2,3
69,2,2000,1,2
27,6,,1,2
35,10,8000,2,3
31,6,1500,2,5
39,8,50000,1,1
30,8,10000,1,1
32,11,15000,1,2
33,8,12000,2,5
18,6,,2,1
34,2,1000,1,6
19,3,2500,1,2
73,2,,1,2
21,8,7000,1,5
68,3,,2,1
35,3,,2,2
81,0,,1,5
38,7,,2,4
29,6,2500,1,2
28,2,,2,3
53,0,2300,2,1
34,3,,2,5
32,6,12000,1,1
45,8,7000,1,3
42,3,,2,3
19,6,4000,2,3
36,6,8800,1,5
24,8,,2,5
76,2,,2,3
38,3,2000,1,5
24,6,1800,1,3
35,6,1800,2,6
20,6,,1,6
60,6,,2,5
50,8,9000,1,6
48,8,2000,1,5
52,7,,2,5
54,3,2100,2,2
65,2,700,1,2
46,8,8000,1,4
20,8,,2,3
80,0,,1,3
73,2,,1,5
41,3,7000,2,4
26,6,,1,3
43,7,,2,4
39,11,8000,1,6
63,2,900,1,6
34,6,200,2,6
70,,,1,5
60,8,,2,4
45,6,500,2,5
38,6,3000,2,3
45,3,200,2,2
50,3,,2,1
58,0,,2,6
36,3,,1,5
36,3,,2,3
42,2,1400,2,3
22,6,1900,2,1
47,3,13000,2,1
18,3,1800,1,3
31,6,,2,3
21,8,,1,6
46,2,4000,1,2
24,6,10000,2,2
60,6,6000,1,5
41,6,1750,1,3
22,8,1250,2,3
32,3,2000,2,3
18,6,1500,1,5
24,8,6000,1,4
19,6,,1,5
27,6,1800,2,5
59,3,1500,1,6
72,0,,2,1
66,2,,2,1
51,3,3000,2,2
74,2,,1,5
51,3,1500,2,2
63,3,,2,2
43,2,1500,2,2
43,8,1800,2,6
23,8,1200,1,4
39,2,300,2,3
51,6,1300,2,1
45,6,,2,1
62,2,3000,2,5
28,6,8000,2,5
37,2,,2,3
33,3,5000,1,3
31,5,3500,2,1
38,6,25000,2,4
67,3,10000,1,6
27,8,8000,2,5
24,0,2500,1,6
22,8,,2,5
41,8,890,1,3
81,5,,2,4
50,3,,2,4
40,3,60,2,5
56,2,1800,2,2
71,2,2500,1,5
43,8,10000,1,6
47,5,9500,1,2
31,2,,1,2
45,2,3200,1,3
22,3,,2,3
79,2,1000,1,2
37,8,500,2,6
30,8,1700,2,3
82,3,,1,1
70,6,,1,1
21,8,9000,2,3
21,3,3500,1,3
44,2,7000,1,3
23,6,7000,1,1
55,8,2500,1,5
27,3,,2,5
82,9,,1,4
29,7,3000,1,2
36,3,19000,1,1
55,2,,2,6
26,8,1000,1,1
37,8,9000,2,2
36,2,2200,2,2
57,3,1200,1,2
45,8,25000,1,1
40,8,3000,2,2
62,3,,2,5
72,8,10000,1,4
56,2,100,2,6
79,0,,2,5
49,3,1500,2,3
68,2,,1,2
30,3,2000,1,3
27,6,,2,2
53,8,8000,2,1
27,2,,2,1
40,3,1200,2,5
30,0,1200,1,3
51,7,1700,1,3
39,8,15000,1,4
18,3,1000,1,6
67,5,,2,2
34,3,300,1,3
46,3,3500,1,6
57,5,2500,1,5
18,6,,1,3
26,6,1500,2,1
39,6,,2,6
33,6,500,2,3
47,6,12000,1,4
43,6,8000,1,4
52,6,2000,2,5
49,8,8000,2,3
19,6,,2,2
28,6,,1,4
39,3,,2,3
27,6,2600,1,2
27,6,1000,1,2
70,8,,1,5
54,8,6500,1,3
25,6,1800,2,3
68,2,,2,5
38,6,2000,2,6
20,8,1400,2,4
62,2,2000,1,1
18,6,4000,2,1
69,2,2000,1,1
34,6,3000,2,6
43,9,25000,1,2
37,8,6500,1,1
68,0,,2,5
50,6,1300,2,4
52,6,1500,2,1
77,6,,1,4
60,8,,1,4
59,2,,2,5
51,2,,2,5
42,3,,2,6
26,8,5200,2,1
50,2,,2,1
46,8,26000,1,2
55,8,1300,1,6
32,8,20000,2,3
73,2,250,1,3
52,3,100,2,5
60,5,800,2,2
30,8,15000,1,1
38,3,,2,6
27,6,2000,2,3
59,5,,2,6
35,3,1200,2,6
21,8,1600,1,1
54,6,8000,1,1
19,3,,2,6
66,8,,1,2
32,8,5000,2,4
75,2,,2,6
44,6,,2,1
91,5,,2,4
72,10,1000,1,4
42,8,5000,2,5
53,8,15000,1,1
48,3,3500,1,5
27,6,1000,1,4
23,6,,2,5
41,6,,2,3
28,3,3000,1,2
38,8,24000,1,1
39,8,19000,1,3
48,8,,1,3
38,3,,2,2
67,2,1000,2,1
23,6,2000,2,3
60,2,,2,6
47,2,1200,1,2
27,6,12000,1,5
34,6,2000,1,5
20,8,,1,6
30,3,1500,1,3
23,6,500,2,1
33,6,,2,5
50,6,,2,6
23,6,1800,1,6
28,6,1800,2,5
38,7,1200,1,5
47,3,1100,2,5
69,0,,1,2
53,2,600,2,6
37,2,800,2,5
36,2,1300,2,3
45,3,2800,1,1
30,3,1200,2,2
65,3,,1,1
39,8,90000,1,3
53,5,1600,2,2
71,2,,2,4
35,6,4000,1,6
34,6,4300,2,6
31,8,3000,2,5
56,6,2000,1,3
20,6,1200,2,3
41,2,,2,2
27,3,,2,2
35,5,8000,1,3
37,6,1600,2,1
38,2,2500,1,6
59,8,13000,2,3
35,6,6400,2,1
55,6,15000,1,5
83,3,,2,3
47,6,23000,1,3
46,3,800,2,6
62,0,1500,1,2
46,3,1000,1,5
60,3,,1,5
59,2,,2,5
21,3,1500,2,1
33,6,,2,1
23,6,1800,1,2
50,10,6500,2,3
54,2,1500,1,3
57,2,,2,5
74,2,,2,3
70,2,,1,1
22,2,1800,1,2
19,3,7000,1,1
74,5,,2,5
36,2,500,2,6
40,8,12000,2,1
39,2,1800,1,3
23,3,12000,1,3
65,2,1200,1,6
56,3,10000,1,3
20,8,,2,3
25,6,3000,2,6
61,3,,2,6
52,3,2500,1,3
29,3,1800,1,6
57,3,12,1,5
40,3,6000,1,3
31,6,,2,6
77,2,,1,2
50,5,2000,2,3
53,8,25000,2,5
35,6,12000,1,2
38,3,1000,2,5
61,2,,2,6
44,8,8000,1,1
57,3,,1,1
54,3,1750,1,5
25,2,800,2,5
20,2,,2,5
42,2,1800,2,6
58,6,8000,1,5
72,2,,2,1
36,8,8000,2,2
55,8,7000,2,6
33,3,,2,5
40,3,1200,1,5
61,3,,2,2
82,11,,1,3
27,5,5000,1,3
72,0,200,2,6
27,8,,2,1
63,3,,1,1
41,6,3500,2,5
57,10,,2,5
21,3,2000,1,5
19,6,3000,1,3
26,6,1000,2,1
21,3,1800,1,5
52,6,250,2,2
33,3,5000,1,6
56,3,1000,1,5
48,8,16000,1,2
33,8,18000,1,1
31,8,12000,1,1
22,6,500,2,1
41,6,2100,1,6
34,6,3000,1,6
19,8,,1,6
62,4,,2,1
50,2,1600,1,6
48,3,3000,1,2
65,2,1000,1,5
29,3,1800,1,5
21,6,1000,2,1
28,8,4500,1,3
67,2,3800,1,1
22,5,3500,2,3
45,2,,2,3
68,8,10000,1,4
40,6,,1,1
57,3,12000,1,2
64,6,,2,4
36,6,3500,1,2
37,6,8000,1,2
26,6,1000,2,5
66,8,1200,1,1
71,2,,2,3
39,8,,2,5
84,0,,1,3
35,3,1500,1,6
60,3,1698,1,5
40,3,,2,1
79,2,,2,6
24,8,6000,1,4
51,2,1000,1,5
56,8,4500,1,3
40,3,4000,1,1
54,3,,2,3
48,7,15000,1,2
80,8,,2,5
23,3,,2,6
26,8,27000,2,3
21,8,,2,2
61,2,150,2,1
50,3,,2,1
39,2,1500,2,3
62,3,,2,2
68,8,3000,1,6
35,8,1000,1,6
35,6,1200,2,6
44,3,1050,2,1
71,2,,1,1
62,6,,2,1
18,6,,2,4
41,6,3500,2,1
18,6,2500,2,6
24,6,500,2,3
21,6,3000,1,5
65,6,,2,4
22,3,7000,1,1
54,6,,2,2
35,8,3000,2,6
38,6,,2,5
52,7,,2,1
24,6,6000,2,1
23,6,2600,1,1
43,3,,2,6
36,6,300,2,5
38,6,1500,1,2
40,3,8000,1,3
46,3,140,1,6
67,0,2500,2,6
25,3,180,1,2
24,8,6000,1,4
20,6,1500,2,6
51,8,20000,1,2
32,6,1500,1,2
58,2,,2,6
28,3,0,1,6
34,3,1500,2,6
58,5,,2,6
50,6,1900,1,1
42,8,30000,2,6
76,2,,2,5
55,2,4500,1,6
69,2,,1,6
25,6,4000,2,2
35,2,1400,1,6
61,3,3000,1,1
53,8,2700,2,5
75,2,,1,5
35,2,3500,2,1
78,2,,2,6
64,2,200,2,6
35,3,3000,1,2
24,8,18000,1,3
59,11,,1,5
46,2,,1,2
81,0,,2,2
24,6,2000,1,2
34,2,1200,2,5
39,8,5000,2,5
28,8,11000,1,1
75,3,0,2,2
43,2,1200,1,5
50,6,2300,1,2
36,2,2000,1,5
29,3,9800,1,1
67,2,,2,6
56,3,,2,3
34,3,2000,1,5
42,3,6000,2,3
21,8,,2,4
47,3,1500,1,5
26,3,,2,3
35,6,15000,1,6
38,2,5800,1,2
48,6,600,2,2
23,8,,2,3
53,3,2500,1,1
32,8,9000,2,6
25,3,2300,1,1
59,8,,1,5
24,6,1200,2,5
23,3,1800,1,5
32,6,1200,2,4
50,3,2000,1,5
32,8,,2,3
40,8,,2,2
32,6,,2,5
29,8,10000,2,6
44,2,,2,1
30,2,5000,2,6
55,11,,1,3
50,6,30000,1,3
44,8,2000,2,5
20,6,,2,3
36,3,,2,6
42,2,650,1,6
39,2,1200,1,6
42,8,5000,2,5
28,10,7000,2,2
47,10,15000,1,6
52,6,10000,1,2
45,3,1800,2,1
67,6,,2,6
67,2,,1,3
31,3,2400,2,2
63,8,,2,2
24,8,4000,2,6
18,6,,2,1
23,8,15000,2,3
57,2,4500,1,1
57,3,1000,2,2
44,6,,2,1
81,2,250,2,3
23,3,1800,2,3
46,3,,2,5
67,6,,2,2
68,0,2200,2,2
64,3,6000,1,5
44,8,1800,1,1
32,3,,2,5
48,6,20000,1,2
19,3,3500,1,3
33,0,450,2,5
45,3,,1,3
25,3,1500,1,1
29,3,,2,5
28,8,55000,1,2
64,3,,2,6
18,8,,1,6
28,2,1500,2,4
18,3,1500,1,6
67,0,200,1,6
34,8,4000,2,6
34,3,,2,5
42,10,30000,1,2
58,3,400,1,5
19,7,,2,6
55,3,,2,6
31,3,3000,2,2
26,3,,2,5
21,8,1800,1,3
25,3,,2,2
44,8,8000,2,6
50,8,14900,2,2
46,8,3000,1,6
55,2,,2,1
42,8,4000,1,5
30,3,3000,1,3
26,6,300,1,2
18,6,2500,2,5
63,3,10000,1,5
30,2,2500,1,5
40,3,3000,2,3
55,8,1000,1,2
83,0,500,2,6
32,6,,2,3
53,3,500,2,6
33,6,1500,2,5
75,2,,2,2
54,3,1250,2,3
35,7,30000,1,6
50,6,6000,1,1
52,7,10000,2,1
38,6,12000,1,4
35,2,2400,1,6
43,3,6000,2,1
52,2,1000,2,2
40,6,3000,1,3
32,8,1600,2,2
63,2,1000,1,5
31,6,2500,1,1
41,2,5000,2,5
63,2,10000,1,1
24,3,1500,2,6
65,8,,1,2
46,3,3500,2,2
32,5,5000,2,2
33,6,2500,1,2
20,8,600,2,1
65,6,,2,3
45,3,1500,2,6
32,2,900,1,6
40,3,,2,5
50,6,10000,1,1
48,0,2100,2,1
37,8,16000,1,2
66,8,1500,1,6
46,3,30000,1,6
71,2,6250,1,6
77,2,400,1,1
20,6,2500,2,3
56,6,,2,2
48,0,1000,1,6
56,6,9000,2,5
51,2,50,2,5
24,6,1800,1,3
44,2,2500,1,1
47,6,1200,2,3
48,2,2100,1,2
46,10,9400,1,3
50,6,5000,1,1
18,6,500,2,3
39,9,40000,1,2
60,5,,2,3
68,7,6000,1,1
62,8,3000,2,2
33,3,2500,1,3
36,6,4000,1,1
19,8,,2,1
61,3,,2,2
37,2,0,1,6
52,2,,2,3
38,8,20000,2,2
25,3,3000,2,2
20,6,,2,3
42,3,8500,1,4
42,2,3000,1,6
68,0,,1,5
20,2,700,1,6
20,8,,2,1
25,8,3400,1,6
26,8,,2,5
45,3,800,2,5
28,9,13000,2,6
38,3,2500,1,6
56,2,1000,1,3
46,8,20000,1,3
64,2,,2,6
53,2,,2,3
56,6,15000,1,5
50,6,,2,1
33,3,3000,1,2
69,2,,2,3
59,2,,2,2
26,8,30000,1,4
75,3,,1,4
27,8,23000,2,3
69,8,,1,2
20,3,7000,2,6
62,2,,2,1
38,3,,2,3
71,2,700,1,4
21,8,2000,2,5
37,6,3800,2,5
52,5,5000,1,1
39,11,30000,2,6
26,6,1000,2,3
24,3,3000,1,3
66,8,,1,2
36,6,7000,1,6
68,2,0,1,6
22,6,,1,2
46,3,300,2,6
71,5,,2,2
81,8,,2,2
45,2,2000,2,2
54,3,1200,1,3
48,3,,2,4
42,3,2600,2,3
30,5,,1,6
43,7,2500,1,1
57,8,15000,1,3
68,3,,2,2
20,8,,1,6
30,3,5000,1,1
53,6,3500,2,5
50,3,,2,4
65,6,,2,3
61,3,,2,3
87,2,,2,3
33,3,3000,1,5
30,3,,2,1
40,2,1000,2,5
28,0,1900,1,5
34,3,500,1,6
19,3,2700,1,3
64,3,500,2,4
20,6,1000,1,6
48,8,10000,2,3
47,8,7000,1,2
46,6,2185,1,1
33,8,0,1,2
19,6,,2,1
52,0,,2,5
18,6,,1,3
34,3,1800,2,3
45,8,6000,2,5
40,2,10000,1,4
47,3,,2,5
30,8,18000,2,3
41,2,1800,1,1
54,6,1200,1,6
54,3,800,1,6
45,6,,2,5
52,7,14000,2,5
60,2,,2,6
54,0,,1,6
40,3,500,2,6
26,3,1300,2,1
37,2,300,1,1
40,8,15000,1,4
45,10,,1,1
26,3,800,2,5
76,2,,2,6
36,8,,2,4
40,3,5000,1,3
63,2,,2,6
50,2,1200,2,6
37,6,,2,5
37,3,2500,1,1
50,8,3000,1,2
45,2,,2,2
66,3,,2,6
62,7,1500,2,2
88,0,,1,6
41,3,1500,2,2
45,8,,1,6
85,2,,1,6
29,3,,2,1
53,3,,1,1
30,3,1500,1,2
35,3,,2,1
28,7,2500,1,6
20,3,1700,1,6
30,8,4000,2,1
38,3,1000,2,3
32,8,3500,1,2
38,8,22000,1,4
49,6,,1,4
61,2,,2,6
36,6,1200,2,4
40,8,15000,2,6
64,7,1800,1,2
40,3,3000,2,2
33,2,,2,3
41,8,3500,2,2
30,2,,2,6
46,2,2000,1,3
53,7,1500,2,2
28,6,800,2,5
22,6,2000,1,1
59,8,1500,2,1
48,3,,2,5
79,0,,2,2
62,8,50000,1,2
58,2,,2,5
60,3,500,2,5
72,10,,2,4
59,0,1200,2,6
18,3,1800,1,2
24,3,2000,1,2
66,2,1000,1,6
30,8,15000,1,3
33,8,24000,1,3
45,6,0,2,2
28,6,2000,1,6
31,6,8000,1,6
85,2,0,1,5
36,3,1000,2,5
36,3,1200,1,2
78,2,,2,2
49,2,,2,4
35,8,7000,2,6
19,3,9000,1,2
51,3,3500,1,6
86,0,,2,5
38,3,2400,1,2
62,8,,2,3
71,2,1200,1,1
30,6,,1,1
78,2,,1,3
58,2,100,2,5
72,3,,2,6
55,3,1050,2,3
75,6,,1,3
55,3,1600,2,5
39,8,6000,1,1
25,8,9500,2,6
59,6,6200,2,3
40,3,2500,1,2
32,6,16000,1,2
49,8,6000,1,6
48,2,1200,1,6
41,6,4000,1,6
68,8,,1,1
55,10,6000,2,5
95,0,,2,2
30,3,200,2,6
54,0,2500,2,1
55,3,1500,2,6
59,6,3000,1,2
34,8,30000,1,1
62,2,1800,1,1
60,6,3000,1,1
50,6,6000,1,5
51,3,1000,2,5
62,2,,2,1
45,8,10000,1,3
52,0,1200,1,6
28,8,1500,2,5
42,3,7000,1,5
60,3,2000,1,5
66,3,,2,5
25,3,,2,5
53,3,3000,2,2
58,5,1500,1,5
58,6,1300,2,5
74,0,500,2,3
27,8,,2,2
29,6,,1,4
26,8,5000,1,5
34,2,1100,2,6
48,3,1500,2,2
21,8,2200,2,6
19,6,1800,1,5
46,3,1000,2,5
34,6,,2,2
28,8,5000,1,2
83,2,,2,5
24,8,,2,2
27,3,2000,1,2
23,8,1500,2,5
45,3,,2,5
32,3,1500,2,5
50,3,,2,3
59,3,,2,2
33,8,25000,2,5
28,2,5000,1,6
72,3,,2,3
47,6,10000,1,1
82,2,,1,1
66,7,,2,6
60,5,8000,2,6
78,6,,1,2
63,2,,1,3
90,2,,2,4
62,2,0,1,3
42,3,2500,2,3
80,2,,2,4
66,2,1300,1,2
34,6,8000,2,1
62,6,,2,2
30,8,45000,2,4
19,6,,2,6
32,8,8000,1,5
44,3,,2,6
59,10,,2,2
54,3,,2,5
50,6,18000,1,6
40,2,,2,1
39,3,500,1,2
33,8,5000,1,3
19,3,1600,1,1
53,3,2000,1,1
31,3,2000,2,2
55,3,,2,6
36,6,300,2,6
76,8,,2,6
23,2,600,2,5
23,6,1200,2,3
35,3,,2,6
27,6,,2,3
36,8,20000,2,1
28,6,6000,2,5
22,3,1500,2,6
47,3,1000,2,3
37,8,2000,2,1
23,6,2000,2,2
19,8,200,2,6
53,2,1500,2,2
30,8,,1,1
53,8,15000,1,6
66,0,,1,6
63,2,200,2,1
72,2,,2,1
33,6,2200,1,2
58,6,1000,2,6
18,6,,1,1
55,3,100,2,3
55,2,,2,5
23,3,,2,2
33,3,,2,6
31,8,,1,3
71,3,,2,6
19,6,1500,1,3
60,3,4000,1,2
62,2,,2,2
57,3,20000,1,4
69,8,,1,4
64,0,,2,5
37,2,,2,6
63,3,600,1,5
53,3,500,2,6
42,8,7500,2,3
36,8,800,2,6
36,6,,2,2
49,6,4000,1,6
42,8,4000,2,3
52,3,7000,1,5
45,6,0,2,5
42,6,6000,2,6
79,2,,2,5
32,8,36000,2,2
42,10,13000,1,1
56,6,40000,2,3
49,2,,2,5
31,3,,2,6
28,6,700,1,1
64,3,,2,1
65,2,,2,1
19,2,,2,6
23,3,,2,6
51,2,0,1,6
71,2,600,2,5
19,6,650,1,6
34,2,2500,1,3
65,3,,2,2
64,2,1500,1,6
37,3,,2,2
60,3,5000,1,6
35,6,800,1,2
43,6,7000,1,6
64,2,,2,6
40,2,1200,1,1
33,6,11000,1,5
34,6,1500,2,5
62,2,,2,3
20,3,2500,1,6
27,8,20000,2,5
37,2,,2,1
29,7,12700,1,1
25,3,750,2,5
67,2,,2,5
59,3,,2,3
68,2,2000,1,6
61,0,,2,5
29,10,25000,1,1
45,2,1800,1,3
55,6,6000,2,2
56,6,3500,1,3
81,2,,2,2
58,2,,1,3
56,2,5000,2,1
73,3,,1,4
35,3,2800,1,1
35,2,2500,1,6
34,6,6000,1,5
55,2,1500,2,2
59,6,400,1,5
20,3,1500,2,3
40,8,,1,1
33,3,1800,2,3
22,3,,2,3
21,8,,1,4
39,3,,2,2
42,6,7000,1,1
42,10,25000,2,1
34,6,2500,1,6
39,3,14000,1,1
25,8,3500,1,3
40,3,16000,1,6
77,2,,1,3
50,8,15000,2,2
22,3,,2,3
68,2,,1,2
40,6,,2,1
63,10,,2,6
33,8,5000,2,6
44,3,2800,1,5
56,6,,1,6
34,6,,2,5
28,6,,2,2
37,6,,2,5
34,2,1800,2,2
34,3,1700,1,2
35,8,20000,1,3
42,3,1200,1,3
51,6,1200,1,5
19,6,,2,2
65,2,,2,5
63,2,1800,1,6
18,6,,2,1
30,10,1700,1,3
56,8,23000,1,4
20,3,3700,2,3
27,2,2083,2,2
61,2,3000,2,6
36,0,1500,1,6
72,2,,1,5
57,10,25000,1,1
43,2,2500,1,3
53,8,26000,1,2
30,8,11700,1,6
36,3,2500,1,6
58,8,,1,2
76,0,,2,3
64,3,,1,1
47,8,6000,2,6
39,6,1500,1,5
22,6,1200,1,5
20,3,3500,1,6
41,3,,2,5
35,3,300,2,3
60,2,,1,6
51,3,1150,2,2
38,8,15000,1,3
36,8,2500,2,2
40,8,6000,1,1
46,3,4000,1,5
55,3,1800,2,1
59,3,,2,5
38,3,2000,1,1
30,8,2900,1,2
86,0,,1,3
54,3,,2,3
32,3,1800,1,6
32,6,2600,2,2
77,0,600,1,6
62,8,2500,1,6
58,3,12000,1,3
25,2,,2,5
51,6,,2,2
44,3,,2,2
45,3,2400,1,1
50,6,2000,2,1
26,3,900,2,6
53,8,,2,4
37,6,1500,2,1
43,8,,2,4
51,3,4500,2,3
41,3,4000,2,5
52,0,1800,1,5
22,3,5000,1,3
36,3,800,2,1
36,2,,2,3
40,3,,2,5
50,2,1800,1,6
21,6,1900,1,3
67,2,300,1,3
50,2,4000,1,6
42,3,1500,2,1
57,8,3000,1,1
48,3,2500,1,3
63,2,,2,5
57,7,,2,3
22,3,1500,1,6
20,6,3000,1,6
58,2,1900,1,3
84,0,,2,2
66,2,,2,5
41,5,,2,3
38,3,1200,1,6
29,8,4000,1,3
58,3,,1,1
64,2,2400,2,3
80,2,,2,1
60,7,4000,1,5
22,6,1750,1,3
45,3,,2,2
45,6,3000,2,4
47,3,9000,1,6
39,7,,2,2
79,3,,1,3
46,2,,2,6
58,3,1500,1,5
61,0,,2,2
31,3,5000,2,3
33,6,,2,6
44,3,1200,2,1
30,8,,2,6
80,3,,1,2
89,2,,2,4
23,3,1500,2,3
48,2,16000,1,6
22,3,,1,2
50,10,30000,1,6
42,8,8000,2,6
28,8,10000,1,5
25,6,,1,4
49,7,12000,1,1
30,9,12000,1,3
50,6,1850,2,2
60,3,1800,1,5
36,6,3000,1,2
44,6,3500,1,2
22,6,1000,1,5
62,1,2000,1,2
29,3,2000,1,2
37,6,1500,1,5
33,3,1600,2,3
35,6,3750,2,5
50,8,14000,1,2
18,6,1000,1,2
27,8,,2,1
